id,title,artist
505710,The Scientist,Coldplay
704752,음오아예 (Um Oh Ah Yeh),마마무
112399,Must Have Love,SG 워너비
542127,Bang Bang,Jessie J
222920,Love poem,아이유
263588,"Feels (Feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris
427256,너는 나 나는 너,지코
112282,어때,김제훈
450661,오래된 노래,스탠딩 에그
53369,I Need You,허각
370470,되돌리다,이승기
703435,푸르던,아이유
316600,Perhaps Love (사랑인가요),하울
46284,I`m Not Sorry (Feat. Eric Bellinger),DEAN
530279,잔소리 (With 2AM 슬옹),아이유
371829,Gee,소녀시대
243178,Hot Summer,f
131310,So Cool (쏘쿨),씨스타
360825,CAN`T STOP THE FEELING!,Justin Timberlake
109926,사랑이 다른 사랑으로 잊혀지네,하림
185174,사랑이 잘 (With 오혁),아이유
592826,"걷자, 집앞이야 (Feat. 주예인)",스무살
21125,I`m Yours,Jason Mraz
580326,심쿵해 (Heart Attack),AOA
277034,Ice Cream Cake,Red Velvet
611737,11:11,태연
346619,여행,볼빨간사춘기
495557,If You Wonder,Jeff Bernat
485957,Boys And Girls (Feat. Babylon),지코
238699,눈 (Feat. 이문세),Zion.T
375431,시간을 달려서 (Rough),여자친구
158153,커플,젝스키스
205247,밤이 되니까,펀치
688951,"? (물음표) (Feat. 최자 Of 다이나믹듀오, Zion.T)",프라이머리
409058,Darling,걸스데이
574944,Photograph,Ed Sheeran
254865,HER,블락비
197064,I Always,김제훈
333408,"Officially Missing You, Too",긱스
10961,소나기,아이오아이
414940,NoNoNo,Apink
87504,I (Feat. 버벌진트),태연
671830,"눈, 코, 입",태양
522825,그대네요,성시경
116114,나의 사춘기에게,볼빨간사춘기
445170,FANTASTIC BABY,BIGBANG
553166,OOH-AHH하게,TWICE
456665,넌 감동이었어,성시경
443130,와르르 ♥,Colde
502078,Get Lucky (Feat. Pharrell Williams),Daft Punk
413314,나를 사랑했던 사람아,허각
11924,Still With You,Eric Benet
641599,네 생각,존박
31344,헤어진 우리가 지켜야 할 것들,김나영
707724,꿈처럼,벤
234462,오늘 서울은 하루종일 맑음 (Vocal 윤하),토이
310151,Bad (Feat. Vassy) (Radio Edit),David Guetta
420396,뱅뱅뱅 (BANG BANG BANG),BIGBANG
593128,소주 한 잔,임창정
565629,보통연애 (Feat. 박보람),박경
300553,그건 아마 우리의 잘못은 아닐 거야,백예린
355939,위아래,EXID
566257,좋아보여 (Feat. 검정치마),버벌진트
202185,Happy Day,Green Diary
489432,Slide (Feat. Frank Ocean & Migos),Calvin Harris
464821,십이월 이십오일의 고백,정승환
202564,우산,윤하
43627,Let Me Love You (Feat. Justin Bieber),DJ Snake
609835,시간과 낙엽,AKMU
104450,다행이다,이적
639289,"i hate u, i love u (Feat. olivia o`brien) (Album Ver.)",gnash
346967,Lucky (Feat. Colbie Caillat),Jason Mraz
620528,Rainy,어쿠루브
679436,Hello,Adele
616270,I Feel It Coming (Feat. Daft Punk),The Weeknd
571016,Chandelier,Sia
219225,That`s What I Like,Bruno Mars
653733,Vineyard (빈야드),우효
321933,잊지 말아요,백지영
108458,넋,40
55791,12월의 기적 (Miracles In December),EXO
590379,독 (Feat. E-Sens Of 슈프림팀),프라이머리
481669,가질 수 없는 너,뱅크
346913,The Lady (Feat. Bumkey & Dok2),2LSON
389296,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비
358186,Santa Tell Me,Ariana Grande
112008,수취인 불명,프리스타일
261659,이 밤,양다일
518484,꿈에,박정현
151183,진심 (Feat. 임세준),정키
259795,으르렁 (Growl),EXO
116250,가끔,Crush
25012,꽃송이가,버스커 버스커
320530,희재,성시경
222763,I Love You,포지션
44603,신촌을 못가,포스트맨
562575,Lucky Strike,Maroon 5
430106,Everglow,Coldplay
402583,울컥해,바닐라 어쿠스틱
484926,부담이 돼 (Feat. 휘인 Of 마마무),정키
683520,어떻게 생각해,CHEEZE
418694,Attention,Charlie Puth
289625,넘어와 (Feat. 백예린),DEAN
212654,instagram,DEAN
311,No Make Up,Zion.T
368753,The Simple Things,Michael Carreon
124485,말하는 대로,처진 달팽이
92547,Happy Things,제이레빗
571790,따뜻한 그날,우리집
620754,행복하지 말아요,엠씨더맥스
24016,출발,김동률
42610,고요,윤종신
150714,좋은 사람 (Feat. 김형중),토이
635759,Aqua Man,빈지노
311834,그땐 그땐 그땐,Supreme Team
9033,그게 나야,김동률
43701,그날처럼,장덕철
92254,사랑인걸,모세
235900,좋다,데이브레이크
457500,눈물이 안났어,임정희
133190,러시안 룰렛 (Russian Roulette),Red Velvet
233641,웃으며 넘길래,제이레빗
448682,REALLY REALLY,WINNER
515964,공허해,WINNER
387621,I Don`t Care,2NE1
156278,If I Die Tomorrow,빈지노
281936,말꼬리,윤종신
357489,바람이 불었으면 좋겠어,길구봉구
347585,Dumb Dumb,Red Velvet
114119,불장난,BLACKPINK
585388,Like A Star,Corinne Bailey Rae
115808,Thunder,Imagine Dragons
493804,View,SHINee
621152,목요일 밤 (Feat. 빈지노),어반자카파
567991,농담 반 진담 반,슈가볼
610891,사랑했나봐,윤도현
34548,"what2do (Feat. Crush, Jeff Bernat)",DEAN
648635,이름에게,아이유
324208,촛불하나,god
259163,눈사람,정승환
70549,너에게 못했던 내 마지막 말은,다비치
205757,Way Back Into Love,Hugh Grant
243099,가지마 가지마,브라운 아이즈
266761,잘 살고 있다,V.O.S
471691,오랜 날 오랜 밤,AKMU
117470,그대가 분다,엠씨더맥스
532347,이런 엔딩,아이유
384663,다른사람을 사랑하고 있어,수지
347303,Boogie On & On,빈지노
396233,취기를 빌려 (Vocal 이민혁),새봄
508593,언젠가 너로 인해,가을방학
305045,가을 아침,아이유
131295,비행운,문문
23359,Bangarang (Feat. Sirah),Skrillex
96310,어깨,소유
164508,Me You (Feat. 백예린 Of 15&),San E
524956,불타오르네 (FIRE),방탄소년단
595181,Last Carnival,Acoustic Cafe
429530,잠시만 안녕 (Original),엠씨더맥스
211437,남자를 몰라,버즈
342798,마지막처럼,BLACKPINK
395438,복숭아,아이유
292825,그대라는 사치,한동근
170488,처음엔 사랑이란게,버스커 버스커
535399,썸 탈꺼야,볼빨간사춘기
52192,Fresh Morning,Healing
318530,TT,TWICE
578474,Ah-Choo,러블리즈
139129,리본 (Ribbon),비스트
286273,오래된 노래,김동률
284984,IF YOU,BIGBANG
292577,Way Back Home,숀
671154,넌 나 어때,406호 프로젝트
419993,소주한잔,임창정
232305,멀어 (Feat. Beenzino),프라이머리
217365,Don`t Let Me Down (Feat. Daya),The Chainsmokers
26797,BLUE MOON (Prod. GroovyRoom),효린
413189,같이 걸을까,이적
547940,거짓말,BIGBANG
63976,아름다워,창모
584779,사랑은... 향기를 남기고,테이
608386,우리가 있던 시간,스웨덴세탁소
655756,사랑..그게 뭔데,양파
307896,첫 눈,정준일
335416,그 남자 그 여자,포맨
117518,"And July (Feat. DEAN, DJ Friz)",헤이즈
221986,"Dali, Van, Picasso",빈지노
679405,"씨스루 (Feat. Zion.T, 개코 Of 다이나믹듀오)",프라이머리
78180,취향저격,iKON
76591,좋아해,요조
382378,There`s Nothing Holdin` Me Back,Shawn Mendes
525152,시차 (We Are) (Feat. 로꼬 & GRAY),우원재
196849,LOVE DAY,양요섭
704609,우린 알아,양다일
80103,갖고놀래 (Feat. 다이나믹 듀오),범키
489337,커피를 마시고 (Main Ver.),어반자카파
173681,So Hot,원더걸스
279590,좋을텐데,성시경
147228,내가 저지른 사랑,임창정
283780,저 별,헤이즈
578760,"사랑노래 같은 이별노래 (Feat. 한올, 리와인)",어쿠루브
166761,Nothin` On You (Feat. Bruno Mars),B.o.B
29793,River Flows In You,이루마
425758,총맞은것처럼,백지영
357510,"스물다섯, 스물하나",자우림
325609,사랑..그 놈,바비 킴
468494,첫 눈,EXO
108003,에너제틱 (Energetic),Wanna One
420672,Blueming,아이유
553437,Give Love,AKMU
383011,Empire State Of Mind (Feat. Alicia Keys),JAY-Z
643498,내가 제일 잘 나가,2NE1
364111,I`m In Love (Piano RMX),라디
171798,널 너무 모르고,헤이즈
